Unnamed: 0,budget,popularity,runtime,vote_average,cast,Story,year
2834,12000000,18.422327,123.0,7.3,Salma Hayek,"Frida ""Frida"" chronicles the life Frida Kahlo shared unflinchingly and openly with Diego Rivera, as the young couple took the art world by storm. From her complex and enduring relationship with her mentor and husband to her illicit and controversial affair with Leon Trotsky, to her provocative and romantic entanglements with women, Frida Kahlo lived a bold and uncompromising life as a political, artistic, and sexual revolutionary painter love of one's life disabled woman director Drama Romance Julie Taymor",2002
2835,12000000,8.410688,93.0,6.5,Katy Perry,"Katy Perry: Part of Me Giving fans unprecedented access to the real life of the music sensation, Katy Perry: Part of Me exposes the hard work, dedication and phenomenal talent of a girl who remained true to herself and her vision in order to achieve her dreams. Featuring rare behind-the-scenes interviews, personal moments between Katy and her friends, and all-access footage of rehearsals, choreography, Katy’s signature style and more, Katy Perry: Part of Me reveals the singer’s unwavering belief that if you can be yourself, then you can be anything. woman director Documentary Music Dan Cutforth",2012
2836,12000000,74.358971,125.0,7.6,Shailene Woodley,"The Fault in Our Stars Despite the tumor-shrinking medical miracle that has bought her a few years, Hazel has never been anything but terminal, her final chapter inscribed upon diagnosis. But when a patient named Augustus Waters suddenly appears at Cancer Kid Support Group, Hazel's story is about to be completely rewritten. amsterdam based on novel support group cancer teenager Romance Drama Josh Boone",2014
2837,12000000,18.422008,121.0,6.9,Matt Damon,Rounders A young man is a reformed gambler who must return to playing big stakes poker to help a friend pay off loan sharks. gambling law compulsive gambling roulette gain Drama Crime John Dahl,1998
2838,0,15.896312,102.0,6.3,Chris Rock,Top Five A comedian tries to make it as a serious actor when his reality-TV star fiancé talks him into broadcasting their wedding on her TV show. comedian interview reporter movie star fianc\u00e9 fianc\u00e9e relationship Drama Comedy Chris Rock,2014
2839,12000000,8.616589999999999,102.0,5.4,Talia Shire,"Prophecy A Savage beast, grown to monstrous size and driven mad by toxic wastes that are poisoning the waters, spreads terror and death on a Maine countryside. monster mutant toxic native american environmental Horror Science Fiction John Frankenheimer",1979
2840,12000000,6.044161,99.0,6.5,Kevin Bacon,"Stir of Echoes After being hypnotized by his sister in law, Tom Witzky begins seeing haunting visions of a girl's ghost and a mystery begins to unfold around her. secret obsession paranoia grave haunted house Horror Mystery Thriller David Koepp",1999
2841,12000000,29.019504,98.0,7.4,Judi Dench,"Philomena A woman searches for her adult son, who was taken away from her decades ago when she was forced to live in a convent. mother washington d.c. journalist adoption forgiveness Drama Stephen Frears",2013
2842,0,6.2464,118.0,6.4,Joan Allen,"The Upside of Anger After her husband runs off with his secretary, Terry Wolfmeyer is left to fend for herself -- and her four daughters. As she hits rock bottom, Terry finds a friend and drinking buddy in next-door neighbor Denny, a former baseball player. As the two grow closer, and her daughters increasingly rely on Denny, Terry starts to have reservations about where their relationship is headed. sex lie college funeral friendship Comedy Drama Mike Binder",2005
2843,0,5.315213,125.0,6.6,Gregory Peck,The Boys from Brazil Nazi hunter Ezra Lieberman discovers a sinister and bizarre plot to rekindle the Third Reich. paraguay mengele nazi hunter third reich Horror Drama Thriller Science Fiction Franklin J. Schaffner,1978
2844,12000000,16.931846,104.0,5.8,Emma Roberts,"Aquamarine Two teenage girls discover that mermaids really do exist after a violent storm washes one ashore. The mermaid, a sassy creature named Aquamarine, is determined to prove to her father that real love exists, and enlists the girls' help in winning the heart of a handsome lifeguard. female friendship mermaid teenager woman director Fantasy Romance Family Comedy Elizabeth Allen Rosenbaum",2006
2845,12000000,64.610671,109.0,6.1,Nat Wolff,"Paper Towns Quentin Jacobsen has spent a lifetime loving the magnificently adventurous Margo Roth Spiegelman from afar. So when she cracks open a window and climbs back into his life-dressed like a ninja and summoning him for an ingenious campaign of revenge-he follows. After their all-nighter ends and a new day breaks, Q arrives at school to discover that Margo, always an enigma, has now become a mystery. But Q soon learns that there are clues-and they're for him. Urged down a disconnected path, the closer he gets, the less Q sees of the girl he thought he knew. friendship high school teenager classmate based on young adult novel Drama Mystery Romance Jake Schreier",2015
2846,0,4.480167,86.0,4.3,Eddie Griffin,My Baby's Daddy A trio of young men are forced to grow up quick when their girlfriends all become pregnant around the same time. birth expectant mother fatherhood baby born woman director Comedy Cheryl Dunye,2004
2847,12000000,29.223881,115.0,7.4,Bruce Dern,"Nebraska An aging, booze-addled father takes a trip from Montana to Nebraska with his estranged son in order to claim what he believes to be a million-dollar sweepstakes prize. montana small town dementia aging road trip Drama Adventure Alexander Payne",2013
2848,0,7.710797,92.0,6.7,Billy Zane,Tales from the Crypt: Demon Knight A man on the run is hunted by a demon known as the Collector. prostitute key jesus christ chosen one god Horror Comedy Thriller Ernest R. Dickerson,1995
2849,12000000,1.0818219999999998,86.0,5.4,Alex D.,"Max Keeble's Big Move Max Keeble, the victim of his 7th grade class, plots revenge when he learns he's moving; it backfires when he doesn't move after all. Comedy Family Fantasy Science Fiction Tim Hill",2001
2850,12000000,16.183746,94.0,5.6,Charlize Theron,"Young Adult A divorced writer from the Midwest returns to her hometown to reconnect with an old flame, who's now married with a family. jealousy dark comedy writer divorce alcoholic Comedy Drama Jason Reitman",2011
2851,12000000,47.992817,88.0,6.6,Jason Statham,Crank Professional assassin Chev Chelios learns his rival has injected him with a poison that will kill him if his heart rate drops. poison helicopter assassin nudity hitman Action Thriller Crime Brian Taylor,2006
2852,0,1.20245,93.0,5.3,Bill Bellamy,"Def Jam's How to Be a Player Dray is a young playboy whose only objective in life seems to be to have sex with as many girls as he can without getting caught by his girlfriend Lisa. Dray's sister Jenny and her friend Katrina plan to show him that the way he lives is wrong and organize a party in Malibu, inviting all of his girlfriends. sex party friends player Comedy Romance Lionel C. Martin",1997
2853,12000000,0.700792,100.0,5.3,Holly Hunter,"Living Out Loud Dramatic comedy about two unlikely people who find each other while looking for love. Judith Nelson (Holly Hunter) is suddenly single after discovering her husband of fifteen years, a successful doctor (Martin Donovan), has been having an affair with a younger woman. Judith stews, plans, plots and fantasizes, but she can't decide what to do with her life until she goes out to a night club to see singer Liz Bailey (Queen Latifah), who is full of advice on life and love. While out on the town, Judith is suddenly kissed by a total stranger, which opens her eyes to new possibilities ... which is when she notices Pat (Danny De Vito), the elevator operator in her building. female protagonist relationship divorce brooklyn bridge Comedy Drama Romance Richard LaGravenese",1998
2854,0,10.409253,100.0,6.1,Queen Latifah,Just Wright A physical therapist falls for the basketball player she is helping recover from a career-threatening injury. woman director Comedy Drama Romance Sanaa Hamri,2010
2855,0,14.345428,113.0,6.1,Anne Hathaway,Rachel Getting Married A young woman who has been in and out from rehab for the past 10 years returns home for the weekend for her sister's wedding. sister independent film maid of honor Drama Jonathan Demme,2008
2856,12000000,6.803763000000001,122.0,6.4,Jack Nicholson,The Postman Always Rings Twice This remake of the 1946 movie of the same name accounts an affair between a seedy drifter and a seductive wife of a roadside cafe owner. This begins a chain of events that culminates in murder. Based on a novel by James M. Cain. sex adultery confession based on novel obsession Romance Crime Drama Bob Rafelson,1981
